Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
DRX275049	272.0	158.0	33.5	17.5	12.0	13.5	15.0	20.0	31.5	36.5	39.0	49.5	64.5	84.0	103.0	154.0	233.5	288.0	384.0	539.5	748.5	1206.0	1794.0	2248.0	2557.5	3233.0	3885.0	4469.5	5024.5	5653.5	6546.5	7327.5	7951.0	8578.5	10603.5	12870.5	15509.0	18807.0	20812.5	22307.0	24762.0	27321.0	29604.5	32973.0	37171.5	41139.5	43460.0	45134.0	46433.0	47279.0	49925.5	53429.0	55048.5	55460.0	56181.0	57149.5	57144.0	55976.0	53361.0	47729.5	41981.5	38797.5	35060.5	30727.5	26462.5	23114.5	19872.0	15837.5	13048.0	10675.5	9149.5	7937.0	6455.5	5072.0	4106.0	3354.5	2528.5	1838.0	1405.0	1083.0	776.5	566.5	381.0	258.5	179.0	106.0	60.0	41.0	37.0	25.5	14.0	9.5	8.5	7.5	5.0	4.0	4.0	5.0	8.0	18.0	26.0
DRX275050	18.0	11.5	3.5	2.0	1.5	1.0	1.0	1.0	0.5	1.5	4.0	5.5	7.0	8.5	11.0	15.5	19.0	23.0	34.0	49.0	77.5	129.0	176.0	237.0	320.0	424.5	530.5	681.5	917.5	1157.5	1362.5	1628.5	2043.5	2507.5	3079.0	3612.0	4222.5	5118.5	6175.5	7000.5	7922.5	9430.0	11257.0	12827.0	14583.0	17480.0	20854.5	25411.5	28840.0	33021.5	40694.0	50026.0	56535.5	63711.0	74082.0	82498.0	88741.5	91428.5	90823.0	85808.5	76943.0	69783.5	61560.0	48250.0	34931.5	27217.0	20727.0	13252.0	8540.5	5084.5	3291.5	2424.5	1510.5	900.0	583.0	421.0	302.5	201.5	141.5	116.0	81.5	60.0	42.0	30.5	24.5	17.0	11.0	6.0	5.0	6.0	8.0	9.0	9.5	7.5	5.5	7.0	8.0	6.5	7.0	35.0	61.0
SRX063252	70141.0	70141.0	53981.5	38004.5	38187.0	41047.5	46799.0	49549.0	48038.5	47352.0	48475.0	45120.0	42465.5	43293.0	43261.0	38058.0	32845.5	39684.5	48165.5	48569.5	55535.5	68335.5	72010.5	64926.0	72127.0	85612.5	85313.0	107555.0	129903.5	129862.0	128946.5	194750.0	261594.5	261976.5	390396.0	519074.0	521365.5	698932.0	876231.5	883445.5	1117358.5	1346090.0	1356101.5	1367614.5	1578260.0	1800743.5	1815509.0	1884347.0	1973678.5	1995074.0	2013049.5	2031025.0	2056919.0	2002146.0	1921526.0	1939897.5	1761617.5	1563885.5	1566844.5	1570560.0	1374028.0	1150775.5	1118558.5	865732.0	627012.5	633567.0	503603.5	333976.0	291026.0	212144.5	107907.5	81066.5	78571.5	48529.5	19403.5	17988.0	12877.0	6281.5	3992.0	3032.0	1733.5	983.0	809.5	537.5	345.0	271.0	170.5	118.0	105.5	66.0	36.5	34.5	25.0	16.5	15.0	15.5	17.0	17.0	550.5	1084.0	1084.0
SRX063253	107043.0	73320.0	44258.0	49043.5	55629.5	62341.0	68017.5	72916.5	72518.5	69317.5	67465.5	64867.0	61415.0	60201.5	55088.5	50407.5	50679.5	53418.0	61366.0	71521.5	77164.0	108663.0	141455.5	210867.5	281199.5	294271.5	426649.0	554934.5	769042.0	983760.0	1244091.5	1502137.0	1505559.0	1796673.0	2082744.5	2317314.0	2547024.0	2527804.0	2638318.5	2753411.5	2690920.0	2632270.5	2628997.5	2418536.0	2209652.0	1979731.5	1750591.0	1750786.5	1357416.0	964225.5	840509.5	716829.5	548612.0	380266.0	378708.0	276500.0	174470.0	124571.0	75280.5	74259.0	54717.5	35065.0	26472.0	17017.0	14321.5	10706.5	7579.5	5915.0	4361.5	3489.0	2590.5	2017.0	1762.0	1326.0	947.5	784.5	675.5	525.5	331.0	196.5	137.0	97.0	85.5	49.5	17.5	14.0	12.0	11.0	6.5	2.5	1.5	0.5	0.0	0.5	1.0	1.5	2.0	2.0	11.0	98.0	176.0
SRX063254	107883.0	73416.0	44179.0	49511.0	56391.5	63416.5	69277.0	74277.5	73852.5	70816.5	69279.5	66607.0	62827.0	61710.0	56228.0	50613.5	50783.5	53913.5	61351.5	70914.5	76381.0	107825.0	140773.0	209518.0	279151.5	291322.0	423813.0	553133.5	766358.0	979490.0	1238949.5	1496856.5	1500029.5	1792048.0	2078655.5	2312985.0	2542903.5	2523327.0	2634112.0	2749409.0	2688387.5	2631411.5	2628248.5	2415219.5	2203475.5	1974261.0	1745804.0	1746397.5	1351720.0	956749.0	833963.0	711319.5	542760.0	374256.0	373559.0	272213.5	170775.0	120896.0	71846.5	71407.0	52573.0	33589.5	25219.5	16163.5	13851.5	10398.5	7403.5	5815.5	4323.5	3493.0	2594.5	2005.0	1730.0	1309.5	1008.0	894.5	806.5	660.5	434.0	278.5	200.0	134.0	117.5	66.5	20.0	15.5	11.5	9.5	5.5	2.0	2.0	2.0	1.0	0.0	1.0	2.0	1.5	1.0	12.5	124.0	224.0
SRX10864008	72.0	62.0	39.0	33.5	40.0	54.0	69.5	98.0	126.0	142.0	161.5	198.0	237.0	300.5	355.0	413.0	483.5	634.5	793.5	1058.0	1376.5	2185.5	3059.5	4179.5	5231.0	6934.5	9968.5	13769.5	19144.5	25457.0	28579.0	28064.0	30133.0	36957.5	45965.0	64696.0	85395.0	134304.5	187760.0	216906.0	258296.0	331475.5	393390.5	596091.0	784972.0	720142.0	689958.0	845915.5	1074950.0	1417068.0	1683549.0	1981047.0	2310384.5	2351408.5	2305946.0	2268563.0	2253465.0	2239268.0	2170541.0	2078352.0	2056991.0	1925111.5	1745594.5	1486039.5	1182038.5	919531.0	665218.0	508939.5	380699.5	267099.5	177271.5	128772.0	89204.5	61433.0	38700.5	36686.0	38120.0	28398.0	18377.5	15598.0	13425.0	8005.5	2606.0	1392.5	247.0	156.0	77.0	55.5	37.0	25.0	15.0	8.0	2.0	1.0	0.5	1.5	2.0	1.5	1.0	1.0	1.0
SRX10864009	73.0	59.5	37.5	28.5	27.0	35.5	46.0	62.5	75.5	85.0	105.0	132.0	154.5	186.0	213.0	280.5	350.5	563.0	801.0	1143.5	1551.5	2657.0	3888.0	5571.0	7079.5	9306.0	13404.5	18933.0	26359.5	34572.5	39687.0	40051.0	42933.0	52259.0	64281.5	88315.0	114402.5	173445.0	237699.0	273351.5	324046.0	412051.5	484948.0	709870.0	920058.0	851838.5	823495.0	1008582.5	1276855.5	1670140.0	1975719.0	2308631.5	2676711.5	2724918.5	2680741.0	2635620.5	2610380.0	2586605.5	2498906.5	2383122.0	2348757.0	2194480.0	1985921.0	1690486.0	1350165.5	1060665.5	776584.5	594773.5	443722.5	310796.0	206893.5	151212.0	105079.0	72677.0	46142.5	43778.0	45499.0	33707.5	21676.0	19121.5	17232.0	10171.0	3141.5	1712.5	360.5	227.0	106.5	75.5	48.0	30.5	15.0	9.5	6.5	4.5	3.0	3.0	3.0	3.0	2.0	0.5	0.0
SRX10864010	96.0	76.0	44.5	28.5	22.0	21.5	23.5	37.5	50.0	52.5	60.0	80.0	100.0	142.5	178.0	217.0	265.0	453.5	653.0	992.0	1401.5	2390.5	3502.5	5182.0	6688.5	8808.5	12626.5	17690.0	24903.0	32732.0	36754.0	36788.0	39734.5	47859.0	57848.0	78164.5	100608.5	150724.0	205061.0	238457.5	284631.0	358207.0	418237.5	635804.5	846272.5	784941.0	754899.5	927885.0	1189505.5	1586675.0	1893172.5	2227160.0	2598905.0	2636515.0	2568822.0	2512504.0	2487328.0	2462311.5	2385551.5	2301831.5	2288299.0	2129933.5	1916722.0	1634846.5	1306932.5	1018411.5	741930.5	571800.5	429069.0	300476.0	199566.0	147178.0	103674.5	71846.5	45861.5	43609.0	45275.0	33768.5	21939.0	18563.0	15846.0	9444.0	3096.0	1693.5	370.5	240.5	118.0	88.0	60.0	35.0	17.5	11.5	5.5	5.0	5.0	3.5	2.0	2.5	2.0	0.5	0.0
SRX10864011	70.0	63.0	46.5	44.5	51.5	72.5	92.0	132.0	176.0	246.0	320.0	397.5	481.0	556.5	626.5	768.5	897.5	1044.0	1215.0	1546.5	1931.5	2492.5	3138.5	4385.0	5544.0	7144.0	10002.0	13960.5	19258.5	25375.0	29733.5	30862.0	33378.5	40299.0	52775.0	82772.0	110013.5	188357.0	280746.0	328837.5	394965.5	490927.5	570538.5	781735.0	949414.5	872259.0	859976.5	1043077.0	1296904.0	1660299.0	1949463.0	2296698.5	2667602.0	2682216.5	2611362.0	2584003.5	2581769.0	2571895.5	2489385.5	2377336.0	2352016.5	2197964.0	1990965.0	1692636.5	1342843.5	1044140.0	751420.0	569381.5	424635.0	300795.5	202365.0	147587.5	102406.0	70971.0	45045.0	40361.5	39509.0	28642.0	17830.5	15499.5	13699.5	8059.0	2443.5	1293.5	212.0	140.0	79.5	60.0	42.0	29.5	17.5	10.0	3.5	3.0	3.0	2.5	2.0	2.0	1.0	0.0	0.0
