Sample	featureCounts_mqc-generalstats-featurecounts-percent_assigned	featureCounts_mqc-generalstats-featurecounts-Assigned	Bowtie 1_mqc-generalstats-bowtie_1-reads_aligned_percentage	Bowtie 1_mqc-generalstats-bowtie_1-reads_aligned	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
SRX2356924	9.397721657800307	1068127	97.51	11082874.0	1.1491561082766688	94.02366493734694	55.0	49.46404611093202	27.27272727272727	11365808.0
SRX2356925	7.5443205191612535	846143	97.55	10940510.0	1.0513008823549599	94.78345307800578	55.0	49.48488158800545	27.27272727272727	11215629.0
SRX2356926	6.542486500575939	934731	97.08	13870466.0	1.2094136517896312	93.92213418046018	55.0	49.43463375434509	27.27272727272727	14287091.0
SRX2356927	6.53538030015971	751748	97.23	11184109.0	1.0917442089298972	94.93698925393333	54.0	49.4802127631644	27.27272727272727	11502743.0
SRX2356928	5.388772956386405	707869	97.63	12824317.0	1.0663480229119067	95.10028408859058	54.0	49.47610207859381	27.27272727272727	13135996.0
SRX2356929	4.481203566028886	680489	97.43	14795383.0	1.0125713823740994	94.74405964898602	54.0	49.504953143501524	27.27272727272727	15185407.0
SRX2356930	2.4119561499183324	291839	97.42	11787778.0	1.0836440899701496	96.23043405504238	54.0	49.47411489608693	27.27272727272727	12099681.0
SRX2356931	1.6376542485853283	210690	97.17	12500857.0	1.0708673495673584	96.22767915913398	54.0	49.47540180203372	27.27272727272727	12865353.0
SRX2356932	1.5822759337406997	218194	97.57	13454374.0	1.366725005336207	96.23697120711837	54.0	49.390966188763166	27.27272727272727	13789883.0
SRX2356933	5.587771994172325	910662	97.72	15926056.0	1.1013535579861429	94.39630330895122	55.0	49.470990172179526	27.27272727272727	16297408.0
SRX2356934	7.078978906704557	1094758	97.6	15093985.0	1.228064559629303	93.07727125920265	55.0	49.420043978259436	27.27272727272727	15464914.0
SRX2356935	7.305862266393352	782852	97.02	10396458.0	1.068096507841248	93.16382732947767	55.0	49.47398644660323	27.27272727272727	10715395.0
SRX259777	78.35168745244317	28335601	94.65	34230128.0	19.215879112918607	69.49865106518146	55.0	89.30411047433799	18.181818181818183	36164634.0
SRX259778	73.4246085190456	17885670	94.6	23044449.0	18.357954832704422	67.34612373178005	55.0	89.7358322190056	18.181818181818183	24359231.0
SRX259779	53.43474032035138	13896642	95.45	24822306.0	18.52435620633188	71.98556884957421	55.0	89.89289351939524	18.181818181818183	26006755.0
SRX259780	65.96557397908815	18792685	94.86	27024600.0	18.89140119861001	70.46618457897952	55.0	89.70419941292359	18.181818181818183	28488625.0
SRX259781	58.8227356604488	8696705	94.72	14004497.0	18.18198076101757	66.93974934331223	55.0	91.43583856659478	18.181818181818183	14784598.0
SRX259782	60.27050063675766	8826789	94.94	13904671.0	17.228571727176092	66.41118929077254	55.0	91.17068048298671	18.181818181818183	14645289.0
SRX259783	43.43085597452014	11878439	94.84	25938458.0	20.768733626795914	74.73896036554804	55.0	91.10021275872269	18.181818181818183	27350230.0
SRX259784	63.90282783927416	12083541	94.02	17778624.0	21.794565981676392	67.16588475713954	55.0	90.72202848099208	18.181818181818183	18909243.0
SRX259785	25.052840468426023	5836089	93.86	21865829.0	21.27654385600587	77.48929216105435	54.0	90.44529671644949	27.27272727272727	23295119.0
SRX259786	53.41571079388972	32586663	93.97	57324690.0	25.22393887803202	77.9558773057566	55.0	90.37117383906259	27.27272727272727	61005765.0
SRX259787	70.98641159362514	28660873	93.34	37686082.0	21.306567833014938	72.52264981527915	55.0	91.11546868650953	27.27272727272727	40375154.0
SRX259788	51.9376187246118	26707113	93.49	48071630.0	22.40830420061279	76.65362227386899	55.0	90.52219611555628	27.27272727272727	51421520.0
SRX259789	3.121180804811427	480662	94.15	14498699.0	11.938757467998903	86.38679743646482	54.0	94.27800887077635	18.181818181818183	15400005.0
SRX259790	41.2196007401389	3796838	93.05	8571200.0	23.364276505357832	69.11371582140272	55.0	94.27889522848379	9.090909090909092	9211244.0
SRX259791	52.42824683120827	15338421	93.36	27312483.0	17.827748607495842	74.85864559868195	55.0	93.97371071428877	18.181818181818183	29256025.0
SRX259792	40.96195961008618	5252736	83.69	10732440.0	37.70953684274536	71.39276048305238	54.0	90.83664714539746	18.181818181818183	12823449.0
SRX259793	52.89254215162078	8243610	87.93	13705154.0	37.386061773463254	71.43795439140047	55.0	92.87415836470902	9.090909090909092	15585581.0
SRX3159653	54.181047047398486	8074194	90.74	13522390.0	1.4027474922510927	88.07297429309136	54.0	49.32799642040583	27.27272727272727	14902248.0
SRX3159654	55.67094127962117	10446160	89.6	16812050.0	1.2317914462406718	87.91640894635788	54.0	49.396243500093476	27.27272727272727	18764116.0
SRX3159655	50.09908899019844	8326423	91.6	15223367.0	1.390334204931368	88.43618537128418	55.0	49.325150576937574	18.181818181818183	16619909.0
SRX3159656	53.31175959305199	5766161	90.05	9739480.0	1.4601504984350941	86.36867169773441	54.0	49.32053840600071	18.181818181818183	10815927.0
SRX3159657	63.23229161560513	7765516	92.53	11363173.0	1.3000101492840035	85.40053310541373	55.0	49.370700632378615	18.181818181818183	12280934.0
SRX3159658	60.9927805280081	8442542	93.55	12948979.0	1.654471344315077	87.75269468086807	55.0	49.28721500149799	18.181818181818183	13841871.0
SRX3159659	59.686283359871126	10097729	92.47	15644402.0	1.6069582602271297	87.75235527062027	55.0	49.252934477029974	18.181818181818183	16918006.0
SRX3159660	42.423054138711045	7033109	95.18	15780142.0	1.1816373190560576	90.46942045177556	55.0	49.43494773081798	18.181818181818183	16578507.0
SRX3159661	49.525442435190534	8958478	76.46	13831004.0	1.2700545821345615	90.75944211794776	54.0	49.46886393547154	18.181818181818183	18088638.0
SRX3159662	64.70937401302346	13729351	87.86	18641672.0	1.1195885057066712	92.16456688657777	54.0	49.51879684080784	18.181818181818183	21216943.0
SRX3159663	61.023916755917305	10442935	84.9	14528687.0	1.3427358262012028	90.85691685080533	54.0	49.49291988432556	18.181818181818183	17112856.0
SRX3159664	54.50902745233582	10591563	80.06	15556635.0	1.1795751828876833	92.04204372867746	54.0	49.48001301230281	18.181818181818183	19430842.0
SRX3159665	70.96060057674751	11363588	92.28	14777447.0	1.1771452282395658	90.16944101285382	55.0	49.49088693975374	18.181818181818183	16013940.0
SRX3159666	60.4121374617507	10425035	83.16	14349731.0	1.0537462712533208	92.18401139425296	54.0	49.533707599514244	18.181818181818183	17256524.0
SRX3159667	71.11214736770177	9470122	92.88	12369311.0	0.9954878026911415	89.43487541468483	55.0	49.538479623853874	18.181818181818183	13317165.0
SRX3159668	67.32370814722375	11442361	90.89	15448485.0	1.283403763242053	90.27526929188114	55.0	49.450512957875176	18.181818181818183	16996035.0
SRX3172761	45.42213064018741	4355296	88.6	8495283.0	2.1232344069902154	91.39511263936865	52.0	49.24085359017464	27.27272727272727	9588489.0
SRX3172762	44.54896311741111	5913653	89.83	11924198.0	2.041452555352707	93.9017991728385	52.0	49.19374459395915	27.27272727272727	13274502.0
SRX3172763	41.006888160361314	6182978	88.4	13329383.0	1.5105248407746206	94.12336838780281	51.0	49.32543694244975	27.27272727272727	15077901.0
SRX3172764	48.360356698344944	8161509	91.62	15462698.0	1.950928339331921	94.42106614467609	53.0	49.15791518889198	27.27272727272727	16876445.0
SRX3172765	49.59753639251524	6952170	91.74	12859205.0	1.510796364677745	91.41781561275009	53.0	49.32496507140387	27.27272727272727	14017168.0
SRX3172766	43.05274627559707	5634774	89.39	11698818.0	1.6585636558707137	93.25872862685515	52.0	49.24070896314667	27.27272727272727	13088071.0
SRX3176780	48.42911447308308	8084999	80.9	13506673.0	1.0224349959835521	91.01259086689478	52.0	49.5146230486314	36.36363636363637	16694501.0
SRX3176781	49.25544947582709	7489198	83.92	12760238.0	1.049252399054735	91.71444256305362	52.0	49.51985322277271	36.36363636363637	15204811.0
SRX3176782	45.17425976780303	4919078	80.22	8735292.0	1.0087710786567787	90.85613179030315	51.0	49.513023875122286	36.36363636363637	10889117.0
SRX3176783	40.06631564608731	6865130	82.91	14205506.0	1.0328872561321156	93.68714462755628	50.0	49.51748830920315	36.36363636363637	17134418.0
SRX3176784	31.837644856395514	4666641	78.59	11519176.0	1.010954573062867	93.07253412001256	49.0	49.533087363432806	36.36363636363637	14657620.0
SRX3176785	27.19046977381261	4590601	85.74	14476361.0	1.0092671478879243	94.05834551364603	49.0	49.52202444748825	36.36363636363637	16883125.0
SRX3176786	21.428320727095084	2698519	82.84	10432264.0	1.0193176066249565	92.98277088604095	48.0	49.533079980395826	45.45454545454545	12593236.0
SRX3176787	18.275830089070297	2244532	83.81	10293134.0	1.0037635706219177	94.50818248858279	47.0	49.52676005052509	45.45454545454545	12281423.0
SRX3176788	15.746550896213362	2419059	84.39	12963675.0	1.1685004046920897	95.47733951382166	47.0	49.5158832216358	45.45454545454545	15362469.0
SRX3176789	66.87651722357823	7262438	90.28	9803890.0	0.9789917254131195	86.45894366359826	54.0	49.534506091179004	18.181818181818183	10859474.0
SRX3176790	67.34979087403904	10571896	90.98	14281466.0	1.00182156922571	89.54133199292569	54.0	49.534916706053174	18.181818181818183	15696999.0
SRX3176791	64.47344627126577	7476522	91.45	10604651.0	1.4204855850673148	88.42129537829527	54.0	49.38959533664284	18.181818181818183	11596281.0
SRX3176792	60.66922048321379	6072901	89.85	8993875.0	1.2451942540449235	87.1973702566355	54.0	49.46768449692828	18.181818181818183	10009855.0
SRX3176793	55.11555779730934	7544050	87.0	11908533.0	1.2027780006857458	88.94303493892876	53.0	49.4685033916592	27.27272727272727	13687696.0
SRX3176794	54.18018310157968	9553680	90.63	15980515.0	1.075697893571917	89.86507247075006	53.0	49.52003131826094	27.27272727272727	17633163.0
SRX3176795	44.84463996628989	6225815	85.85	11918224.0	1.029505771366276	90.09640484663339	52.0	49.52315067087083	27.27272727272727	13883075.0
SRX3176796	35.188821799783256	7550886	81.79	17549993.0	1.218046021016504	94.21980855256285	51.0	49.5020827241061	27.27272727272727	21458195.0
SRX3176797	12.378744033317712	1901256	49.48	7599215.0	0.9684091420629849	93.88188551979569	52.0	49.52954293100909	18.181818181818183	15359038.0
SRX3176798	58.17938648323317	5247495	91.25	8230631.0	1.1782112337598516	84.79640430692771	54.0	49.43779179110526	27.27272727272727	9019509.0
SRX3176799	50.86154037833578	4204721	90.59	7489028.0	1.2206547151336389	86.40239781967395	53.0	49.41866204104394	27.27272727272727	8266995.0
SRX3176800	47.10186648165362	4344947	91.55	8444792.0	1.1297707309704452	88.26816300735987	52.0	49.45139488811137	27.27272727272727	9224575.0
SRX3176801	37.17458172489627	3346267	92.22	8301254.0	2.0571062298982588	92.38938886389855	52.0	49.17321883972124	27.27272727272727	9001492.0
SRX3176802	30.334664275132667	2318162	92.1	7038322.0	1.6250006036050555	92.57268704963099	50.0	49.31472330974906	27.27272727272727	7641957.0
SRX3176803	24.38452997255934	1930810	92.25	7304859.0	1.11495558498923	90.11829586058012	50.0	49.454534099772474	27.27272727272727	7918176.0
SRX3176804	15.72028613026856	1874851	93.34	11132058.0	1.5283205252210619	94.87845746103864	48.0	49.311598317535775	27.27272727272727	11926316.0
SRX3176805	19.030291658170004	2022296	93.0	9882987.0	1.3028722861664026	93.15508725078858	48.0	49.36450434710763	36.36363636363637	10626721.0
SRX3176806	11.820173650573901	932174	95.6	7539132.0	1.400904624534457	92.82256769707509	51.0	49.34931806397857	27.27272727272727	7886297.0
SRX3176807	70.06508040389829	7290685	94.98	9883165.0	1.8110190843363059	89.54637839624803	55.0	49.22952316975779	27.27272727272727	10405590.0
SRX3176808	67.98310266952251	8624677	94.49	11986927.0	2.5204272271886716	90.48304570221032	55.0	49.22669796817893	27.27272727272727	12686501.0
SRX3176809	66.96475996152435	7608530	94.11	10693336.0	1.9567520315678604	89.6513722091285	54.0	49.25017560742655	27.27272727272727	11361991.0
SRX3176810	58.001901775568	12588691	91.89	19944716.0	1.5099326022623787	93.24977382963436	53.0	49.27926428801275	27.27272727272727	21703928.0
SRX3176811	58.8006532777077	7999970	94.17	12812452.0	4.488409140319036	91.58014396355529	54.0	49.18747835392834	27.27272727272727	13605240.0
SRX3176812	54.026412695661854	12370029	93.07	21309654.0	2.2150452704461823	93.33624153871348	53.0	49.26199180460112	27.27272727272727	22896262.0
SRX3176813	51.81921048195799	6511232	94.88	11921570.0	2.256944188926471	92.48089862302274	53.0	49.25088652976144	27.27272727272727	12565286.0
SRX3176814	40.94345529253787	5083756	94.72	11760524.0	1.5632543094958362	94.97231288286974	52.0	49.29859399514953	27.27272727272727	12416529.0
SRX3176815	23.803553719176858	3267172	89.93	12343906.0	1.6696454972590136	96.01164977095277	49.0	49.3357609931366	36.36363636363637	13725564.0
SRX3211301	75.60050858945016	5964329	98.0	7731323.0	0.8960599411851325	81.61000769944306	56.0	49.56284896285094	18.181818181818183	7889271.0
SRX3211302	74.86942069850363	6273028	97.93	8204998.0	1.0579827346488624	95.25697150820773	55.0	49.494067224634115	18.181818181818183	8378625.0
SRX3211303	73.02813632208822	5834683	98.16	7842735.0	0.9267576620723493	83.54076807132844	55.0	49.54713787372317	18.181818181818183	7989637.0
SRX3211304	70.99263668184605	6318197	98.92	8803751.0	0.9365180198395155	95.73999113847566	55.0	49.56092097433288	27.27272727272727	8899792.0
SRX3211305	69.50007802313564	7326521	97.83	10312680.0	1.3449604348626192	89.37671355152645	56.0	49.58167134568328	18.181818181818183	10541745.0
SRX3211306	73.07127778341885	5627545	99.09	7631438.0	1.0354640002470508	95.23022302857598	55.0	49.51676100825741	27.27272727272727	7701446.0
SRX3211307	73.41090275499641	7713644	98.85	10386925.0	0.9173585482929443	85.75448124935188	55.0	49.558787820993615	18.181818181818183	10507491.0
SRX3211308	68.24354022728797	6185660	98.77	8952319.0	1.068305407485238	96.32992697587224	54.0	49.49245550797344	27.27272727272727	9064096.0
