Sample	featureCounts_mqc-generalstats-featurecounts-percent_assigned	featureCounts_mqc-generalstats-featurecounts-Assigned	Bowtie 1_mqc-generalstats-bowtie_1-reads_aligned_percentage	Bowtie 1_mqc-generalstats-bowtie_1-reads_aligned	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
SRX3211309	74.27276666465552	6770594	98.64	8991952.0	0.9971045146880522	84.23652066290799	55.0	49.536751372609245	18.181818181818183	9115850.0
SRX3211310	68.95078359514682	5156514	98.94	7399550.0	1.206784061026696	94.63323571271593	55.0	49.47118215406397	18.181818181818183	7478543.0
SRX3211311	74.98917798979873	7424767	98.47	9749136.0	0.9234813240996368	85.79289617390413	55.0	49.55016029502931	18.181818181818183	9901118.0
SRX3211312	70.45708982366897	5351359	99.0	7519095.0	1.274032516394305	95.15340405981075	55.0	49.49260316017887	27.27272727272727	7595203.0
SRX3211313	71.39486178660283	6728985	98.2	9254936.0	0.9214862432245545	85.9535950809903	55.0	49.55137815520316	18.181818181818183	9425027.0
SRX3211314	69.68863707537845	6580183	98.44	9294770.0	1.2718989602931485	95.80176807155411	54.0	49.47191536010284	27.27272727272727	9442261.0
SRX3211315	72.0064926815941	8275663	98.41	11310619.0	0.9617267903425357	87.72402299012712	55.0	49.55484088492587	18.181818181818183	11492940.0
SRX3211316	70.97049700604762	7699734	98.68	10705503.0	1.7131442278792448	96.38117336054982	54.0	49.446776371796496	27.27272727272727	10849204.0
SRX3211317	70.45072083586304	9040612	98.37	12623891.0	0.9235996808899062	86.79345845608086	55.0	49.55373362375145	18.181818181818183	12832533.0
SRX3211318	72.14441906330673	7198643	99.02	9879972.0	1.2733796933799233	95.95929388951042	55.0	49.48861862592892	18.181818181818183	9978101.0
SRX3211319	70.80441981721201	9350671	98.69	13033792.0	0.949291727010783	92.6989215749642	56.0	49.57029079522272	18.181818181818183	13206338.0
SRX3211320	73.679780342686	6726054	98.61	9001799.0	1.5852337769431148	95.86438068870748	55.0	49.436761380099064	27.27272727272727	9128765.0
SRX3211321	68.1801946190104	5094658	98.25	7341885.0	0.8976271367842964	79.46497593696795	55.0	49.56560198053007	18.181818181818183	7472343.0
SRX3211322	72.57049315849228	7970918	98.55	10824099.0	1.068836248401765	96.42591317206909	55.0	49.505256794392416	18.181818181818183	10983690.0
SRX3211323	76.3020218667838	4461132	98.47	5757233.0	0.8871666525306637	79.5881967114438	56.0	49.56616426153938	18.181818181818183	5846676.0
SRX3211324	77.2431755199593	3363758	98.82	4303429.0	1.0508278429828595	92.8430101496778	56.0	49.51673202038044	18.181818181818183	4354764.0
SRX3211325	78.94337026542811	4867649	98.97	6102785.0	0.9834009637167638	79.10715011151765	56.0	49.56156169938993	18.181818181818183	6166001.0
SRX3211326	50.109075118959645	4643612	98.61	9138272.0	1.1216537859177909	96.38449635493673	56.0	49.46831091545405	18.181818181818183	9267008.0
SRX3211327	78.44894476614688	5906454	98.93	7448133.0	0.9013432567665778	82.8086922598314	56.0	49.559207267006876	18.181818181818183	7529042.0
SRX3211328	39.81993170045003	3341748	99.01	8308913.0	0.9017307483178425	97.27212326444769	55.0	49.56928648430813	18.181818181818183	8392149.0
SRX3211329	76.79662412582039	4747191	98.52	6090159.0	0.906118438087432	80.20598162138522	55.0	49.55896180706656	18.181818181818183	6181510.0
SRX3211330	73.71121063205837	3917599	98.28	5223549.0	1.0758420584308261	93.59298016603233	55.0	49.522663531267625	18.181818181818183	5314794.0
SRX3211331	75.41860092261878	4558212	98.25	5938096.0	0.93367831774619	79.16412592841179	55.0	49.5543512341321	18.181818181818183	6043883.0
SRX3211332	73.09354028687552	5576323	98.39	7505987.0	1.3487360352300508	96.11449086454124	55.0	49.51843506042648	27.27272727272727	7629023.0
SRX3211333	73.16868737787021	4686881	98.24	6292710.0	0.9318316908240605	79.8304115415064	55.0	49.55268287055214	18.181818181818183	6405583.0
SRX3211334	58.389802184575366	4750192	97.78	7954633.0	1.2035097937768406	96.36213738364691	53.0	49.455921353221775	18.181818181818183	8135311.0
SRX3211335	55.86808008819805	3928335	98.26	6909335.0	0.9679531733425379	83.62046666266876	53.0	49.53323440634134	18.181818181818183	7031448.0
SRX3211336	69.75381907443969	4646922	98.03	6530430.0	1.2549183658583307	94.31946353298815	54.0	49.48053277381235	27.27272727272727	6661889.0
SRX3211337	70.87498417530011	5094586	97.92	7038361.0	0.9304188607558148	81.3559481755679	55.0	49.55384098506844	18.181818181818183	7188130.0
SRX3211338	70.57311691583436	6852126	97.79	9494889.0	0.9977747715652359	95.46017002258797	55.0	49.543384468720475	27.27272727272727	9709258.0
SRX3211339	74.44052668042336	6391014	97.9	8404722.0	0.9022964185577579	81.50680081319409	56.0	49.55991022429251	18.181818181818183	8585396.0
SRX3211340	76.99869286639891	6549227	97.85	8322544.0	1.0767560149275541	94.60944448042001	56.0	49.506841582884945	18.181818181818183	8505634.0
SRX3211341	75.80662426713914	7265836	97.95	9387998.0	0.900170331452699	82.65266677657452	56.0	49.56159401162144	18.181818181818183	9584698.0
SRX3211342	75.1944654287327	6189276	97.87	8055571.0	1.0913708047181323	94.31673176555374	56.0	49.52166084762702	18.181818181818183	8231026.0
SRX3211343	68.09439275174182	6317221	97.94	9085971.0	1.014238215346287	96.3208660798444	54.0	49.51653131084504	18.181818181818183	9277153.0
SRX3211344	71.81163655857647	3766832	98.06	5143586.0	0.9915604280856668	79.46683511434763	55.0	49.526547279024	18.181818181818183	5245434.0
SRX3211345	68.60119776451661	6120911	97.37	8687652.0	1.2145087085297064	95.15764848736254	55.0	49.517017457639184	18.181818181818183	8922455.0
SRX3211346	71.79123661566118	6300951	98.01	8602107.0	0.9423920458751645	82.99822433380336	55.0	49.547284997474584	18.181818181818183	8776769.0
SRX3211347	55.12513598207066	4413126	98.23	7864302.0	0.9586228534658299	96.28144821042001	55.0	49.564010347191	18.181818181818183	8005651.0
SRX3211348	77.16753421108416	6552604	98.53	8366716.0	0.9456827020232036	81.11398820987583	56.0	49.561678404032314	18.181818181818183	8491400.0
SRX3211349	68.24235713605103	7169035	97.76	10269481.0	1.0188868186929312	96.7316190720147	54.0	49.53801082638911	18.181818181818183	10505257.0
SRX3211350	71.60756371982224	5673415	98.55	7807658.0	0.9092225829723555	83.61903120185391	55.0	49.55420073919651	18.181818181818183	7922927.0
SRX3211351	48.1715477758683	3431229	98.31	7002788.0	1.0938397275610416	96.46308936413993	55.0	49.54199314131235	18.181818181818183	7122937.0
SRX3211352	65.82683342307891	4829984	97.83	7178220.0	0.9252398617907736	84.21692872578934	54.0	49.54688119471056	18.181818181818183	7337409.0
SRX3211353	60.22392885401767	5164229	97.32	8345262.0	1.2584347147921577	95.48856599045412	54.0	49.491050600900635	18.181818181818183	8575045.0
SRX3211354	60.28712208705724	4438605	98.2	7229870.0	0.9620290323811432	82.67833364471956	54.0	49.53350212694346	18.181818181818183	7362443.0
SRX3211355	66.66076657451389	5069152	97.35	7402873.0	1.664144765759203	94.52108881348518	55.0	49.4990387803063	18.181818181818183	7604401.0
SRX3211356	69.99182588415958	4488524	97.75	6268784.0	0.9629087234177522	75.76429515070849	55.0	49.54041945907375	18.181818181818183	6412926.0
SRX3211357	69.05810595827705	5751677	97.57	8126359.0	1.3274095288507881	96.01909169850818	55.0	49.507019060483266	27.27272727272727	8328750.0
SRX3211358	73.0269774120017	5806337	97.91	7784769.0	0.9209232154127389	79.6232542737601	55.0	49.556334162919946	18.181818181818183	7950948.0
SRX3211359	69.69063925498175	6618297	97.66	9274791.0	1.3450843019087904	96.01828080696025	55.0	49.52132840108332	27.27272727272727	9496680.0
SRX3211360	72.50529177679688	5969402	98.14	8079629.0	0.9028232039703848	82.06248362682345	55.0	49.55875247796778	18.181818181818183	8233057.0
SRX3312459	62.273351995817805	7385495	88.67	10515561.0	1.2302206306078265	86.50747083506026	54.0	49.47861793622152	27.27272727272727	11859800.0
SRX3312460	64.69183989146148	7449856	90.28	10397114.0	1.0434423521638587	87.56991440511834	54.0	49.52156298853595	27.27272727272727	11515913.0
SRX3312461	62.49767598625902	8585312	89.61	12309637.0	1.0915359987223028	89.99317738111903	54.0	49.496852517396434	27.27272727272727	13737010.0
SRX3312462	59.07598671506913	7648568	89.61	11602007.0	1.036249480191737	89.08053590171461	53.0	49.533885842280064	27.27272727272727	12947000.0
SRX3312463	53.342390752953385	7071549	88.8	11772360.0	1.148959419506433	89.51432794861105	53.0	49.51667097511387	27.27272727272727	13256903.0
SRX3312464	52.74859672809365	9038260	90.27	15466802.0	1.0977098692108136	91.72229686331976	52.0	49.51750610081427	18.181818181818183	17134598.0
SRX3312465	45.17299943302689	5286368	87.51	10240338.0	1.1842457025433046	87.67715292291895	52.0	49.51423179416013	18.181818181818183	11702495.0
SRX3312466	39.68766658576793	3703913	87.29	8146305.0	1.0626518868148602	88.85052775228647	51.0	49.538500244571345	27.27272727272727	9332655.0
SRX3312467	33.49477004481396	4035610	86.45	10416378.0	1.1077032899504606	91.01467909145603	51.0	49.529386118313035	27.27272727272727	12048478.0
SRX3312468	53.09386265447748	5711988	80.75	8687203.0	0.973551975144285	87.65997619230663	54.0	49.543676811625055	27.27272727272727	10758283.0
SRX3312469	57.64496206055105	7263158	85.89	10822561.0	1.0137847020337887	87.912410721007	54.0	49.531952535172344	18.181818181818183	12599814.0
SRX3312470	58.20145831392498	15012664	88.51	22831630.0	0.9961875643344645	93.13456207332138	54.0	49.53403306907737	18.181818181818183	25794309.0
SRX3312471	50.20132915259754	8622382	83.55	14349845.0	1.1626288131171714	90.92806325729238	54.0	49.52978162923519	18.181818181818183	17175605.0
SRX3312472	48.35894217229706	8445322	85.83	14989915.0	1.5534200890262675	90.60223777556601	54.0	49.484452978147345	27.27272727272727	17463827.0
SRX3312473	39.41801453148436	5580782	83.82	11867129.0	1.4973280397367115	88.87531480843434	54.0	49.467579835721956	18.181818181818183	14157948.0
SRX3312474	33.04512329638321	3830479	88.25	10229904.0	2.4955918816959453	91.81064079626536	53.0	49.395348656646476	27.27272727272727	11591662.0
SRX3312475	27.49424240905125	3685579	81.55	10931555.0	1.1951643485251136	92.47114620995333	52.0	49.46421975765301	27.27272727272727	13404912.0
SRX3312476	20.997845504541505	2381840	82.6	9369876.0	1.266298352071158	93.16931800994466	52.0	49.45107521568537	27.27272727272727	11343259.0
SRX3312477	58.925649448122066	3346532	86.91	4936034.0	1.8337145116409042	83.17588882001422	54.0	49.420369608988516	27.27272727272727	5679245.0
SRX3312478	49.28952538729574	3600033	89.39	6529106.0	1.8981944725814444	85.72994662526692	54.0	49.258795840549844	18.181818181818183	7303850.0
SRX3312479	58.77748796911266	5050314	90.37	7765131.0	2.1245514900199813	86.59580549592388	54.0	49.303968956243054	27.27272727272727	8592259.0
SRX3312480	58.87074896687218	5171352	89.9	7896618.0	2.69443999218699	91.47052355900837	54.0	49.307121031546586	27.27272727272727	8784247.0
SRX3312481	54.01248117290683	5350801	89.22	8838949.0	1.3172592598935824	85.91514291777496	53.0	49.43605258756258	18.181818181818183	9906601.0
SRX3312482	45.69751753893175	3178112	82.81	5758974.0	2.639008081644921	87.87057968105381	52.0	49.31986703612579	27.27272727272727	6954671.0
SRX3312483	47.122951227526286	4346908	91.58	8447493.0	1.6614118550657773	89.56405941987995	52.0	49.3532380613639	27.27272727272727	9224609.0
SRX3312484	44.41500898768631	4209146	88.63	8398938.0	1.9732761249930872	88.55133601751088	52.0	49.377308716868626	27.27272727272727	9476855.0
SRX3312485	38.92727517911301	4338685	90.92	10134065.0	2.204261566235563	88.85241334247692	52.0	49.36596888265584	27.27272727272727	11145617.0
SRX3312486	53.659213834350325	5416705	89.04	8988100.0	1.8873787508090494	89.44022931319535	55.0	49.39395764544772	18.181818181818183	10094641.0
SRX3312487	57.73987203257405	4833877	89.84	7521416.0	2.895144310904465	85.39828661931374	55.0	49.18227844895816	18.181818181818183	8371818.0
SRX3312488	57.680792019891335	5715149	89.01	8819193.0	1.3704680950165362	89.82877953001085	55.0	49.450150965318144	27.27272727272727	9908236.0
SRX3312489	52.8477994078836	4175762	86.62	6843939.0	1.1490150934227488	89.27154758696805	54.0	49.50475410514502	18.181818181818183	7901487.0
SRX3312490	39.278187486334865	3643220	78.77	7305937.0	1.2979210342737075	90.41655581808571	54.0	49.504290583679804	18.181818181818183	9275428.0
SRX3312491	42.900002970211716	1458785	87.13	2962638.0	1.8410368302744073	82.88053875838767	54.0	49.44947566940779	27.27272727272727	3400431.0
SRX3312492	41.20900937691289	9439135	90.36	20696693.0	1.4042091584916152	92.94886726378655	53.0	49.45705101649546	18.181818181818183	22905513.0
SRX3312493	25.66958809400713	2691061	85.7	8984012.0	1.4229973587027738	92.4214217652654	53.0	49.42527543387393	27.27272727272727	10483460.0
SRX3312494	27.09896857762773	1667625	86.47	5321106.0	1.7513625774673476	91.89552196592565	52.0	49.42743740810604	27.27272727272727	6153832.0
SRX359366	9.0784026393478	1240031	98.4	13441160.0	1.1426454806457704	95.30418982221939	54.0	50.42215683983433	36.36363636363637	13659132.0
SRX359367	9.585001270664103	1151862	98.54	11842067.0	0.8726753539887395	95.52340680623716	54.0	50.55882700478259	36.36363636363637	12017338.0
SRX359368	8.1146752066865	968387	98.07	11703067.0	0.7653283750514368	95.47532712262758	54.0	50.614518592358124	36.36363636363637	11933774.0
SRX359369	9.058832004194544	1286472	98.13	13935529.0	0.7690163566904519	95.47503525098112	54.0	50.61072031358254	36.36363636363637	14201301.0
SRX359370	10.071992436734911	1153784	98.48	11281789.0	0.8938074168445597	94.88227249675336	54.0	50.5470780952514	36.36363636363637	11455370.0
SRX359371	9.550446830641079	1162529	98.18	11951417.0	0.7994310580495503	95.2027078410126	54.0	50.59553433067907	36.36363636363637	12172509.0
SRX359372	6.643003282222634	636750	99.31	9519371.0	0.8240886545994303	95.84395266575818	54.0	50.584970714970765	36.36363636363637	9585273.0
SRX359373	6.601181602464978	765112	99.22	11500400.0	0.805161121488505	96.12533212254058	54.0	50.592914250434255	36.36363636363637	11590531.0
SRX359374	6.219697668861814	787152	99.08	12539946.0	0.7684112224226424	96.20654669821617	54.0	50.611829192515174	36.36363636363637	12655792.0
SRX359375	5.664045819466438	667846	99.09	11683809.0	0.7172522341632261	96.40423725274556	54.0	50.63742205794586	36.36363636363637	11790971.0
SRX359376	5.735988213366848	602553	99.2	10420642.0	0.8047567239029411	95.73885367165107	54.0	50.59272439853815	36.36363636363637	10504781.0
SRX359377	5.435676127120513	628976	99.28	11488414.0	0.7688700175194005	96.32271654200012	54.0	50.61187212520404	36.36363636363637	11571256.0
SRX359378	7.40642448824055	763839	99.25	10236106.0	0.9332793876204216	95.66706088150768	54.0	50.528341799025426	36.36363636363637	10313195.0
SRX359379	6.695988835810067	639071	99.22	9469327.0	0.8421777071049672	95.75508863567484	54.0	50.576878123596316	36.36363636363637	9544087.0
SRX359380	5.663109724561106	588541	99.13	10302299.0	0.9666655777152178	96.10409668016541	54.0	50.51718140924342	27.27272727272727	10392541.0
SRX359381	7.545204536571318	751119	99.26	9881510.0	0.8217620697365641	95.69096662341579	54.0	50.58607568780821	36.36363636363637	9954919.0
SRX359382	7.787053372910247	953854	99.15	12145210.0	0.8988988340866996	95.72608932481529	54.0	50.545545356364876	36.36363636363637	12249229.0
SRX359383	7.476694203355034	909620	99.17	12064774.0	0.8711804493259259	95.92851945721638	54.0	50.55913256143807	36.36363636363637	12166072.0
SRX4105497	15.660292106895485	2121504	43.19	5851511.0	1.387234031888753	90.74643786025904	54.0	49.371099503972346	27.27272727272727	13547027.0
SRX4105498	6.995728964400802	1263463	30.95	5590050.0	1.2083309953609094	94.07645715423294	54.0	49.41958327711024	27.27272727272727	18060491.0
SRX4105499	6.395062419636763	810939	34.55	4381081.0	1.2491681250697941	93.72286094138417	54.0	49.40152247055664	27.27272727272727	12680705.0
SRX4105500	1.8928937970913255	542830	7.77	2229107.0	1.3589535705441644	96.53795740831654	54.0	49.37341274911379	27.27272727272727	28677256.0
SRX4105501	7.0694517684718505	914834	32.99	4269047.0	1.3042962468919659	93.41608045685851	54.0	49.39346844953242	27.27272727272727	12940664.0
SRX4105502	4.777597650480837	983077	32.65	6718492.0	1.3544143883879096	96.48749741622817	54.0	49.36188969269575	36.36363636363637	20576806.0
SRX4105503	15.460935482861645	3236576	43.33	9070090.0	1.4324717247947931	91.60828683863664	54.0	49.34140526643513	27.27272727272727	20933895.0
SRX4105504	7.4186154808374	1350299	31.43	5721435.0	1.3962779238098924	93.64703081934424	54.0	49.39291643939597	27.27272727272727	18201496.0
SRX4105505	6.1968822428572885	892830	33.82	4873356.0	1.34381391640451	93.92572885518081	54.0	49.375961818826546	27.27272727272727	14407729.0
SRX4105506	0.4016663865848158	17998	4.0	179114.0	10.359936388112503	97.25973635449186	54.0	49.5067700581566	18.181818181818183	4480833.0
SRX4105507	0.39231765257850454	15319	3.92	153079.0	11.814624111550387	96.80929787743736	54.0	49.50081797936049	27.27272727272727	3904744.0
SRX4105508	1.9176728283647704	215991	7.75	873374.0	1.3962245616361977	95.02444249902089	54.0	49.36568002135808	27.27272727272727	11263183.0
SRX4105509	7.140762172289159	769840	33.36	3596982.0	1.2502924539240825	93.00120060340417	54.0	49.404886149811674	27.27272727272727	10780922.0
SRX4105510	5.692052695023247	925505	33.81	5497994.0	1.248988908074808	95.08720439037477	54.0	49.400382973750894	27.27272727272727	16259600.0
SRX4105511	39.45187611165682	1286042	82.49	2689075.0	0.6548500003160513	76.79694092049228	54.0	73.18243473320543	40.0	3259774.0
SRX4105512	52.783144643481364	2366138	84.55	3790057.0	0.6917610051525657	71.99338401867129	56.0	72.97845274990614	40.0	4482753.0
SRX4105513	18.742364653008366	763867	45.02	1834958.0	0.3483021928572727	83.07386378657412	55.0	73.15609783745627	40.0	4075617.0
SRX4105514	32.76238916203026	1685850	67.84	3491047.0	0.3015078949830857	78.84554252357165	55.0	73.0886686267548	40.0	5145687.0
SRX4105515	4.096175740973767	142220	27.44	952798.0	0.30030099344335426	88.0172540561606	55.0	73.08608391831957	40.0	3472019.0
SRX4105516	24.83377631167335	1191575	55.09	2643261.0	0.2861036685243285	81.07188498705561	55.0	73.3877732976283	40.0	4798203.0
SRX4105517	1.6398996838182405	300287	11.22	2053631.0	2.27117280727885	94.54006343516083	54.0	48.91129271357696	27.27272727272727	18311303.0
SRX4105518	3.3379753627197877	486000	27.25	3967377.0	4.677496144150787	97.7388990387334	53.0	49.54314106503667	27.27272727272727	14559724.0
SRX4105519	4.142820487549575	97521	25.31	595794.0	3.2815329270588895	96.68250653362651	54.0	49.521300557015024	27.27272727272727	2353976.0
SRX4105520	1.1747784946741808	160010	9.36	1275089.0	2.1125232721426777	94.57861835716065	54.0	48.97049955801722	36.36363636363637	13620440.0
SRX4105521	0.7667278773673821	74150	8.31	803519.0	2.2601252284402595	94.22492597472541	54.0	48.909198635462204	36.36363636363637	9670967.0
SRX4105522	4.41646531646328	787275	19.32	3443372.0	2.1625991868830745	92.98875161338378	54.0	48.98315838851846	27.27272727272727	17825907.0
SRX4105523	1.0820758709756038	119346	9.71	1071009.0	2.226451976529895	94.0969656561925	54.0	48.96810384939973	27.27272727272727	11029356.0
SRX4105524	0.5915430494143621	78536	6.54	867740.0	2.2095005491210116	95.66719944523683	54.0	48.97365036353053	27.27272727272727	13276464.0
SRX4105525	15.739621128721465	1932859	74.98	9207542.0	1.4216886644616769	90.62934711307345	52.0	49.427890542289454	36.36363636363637	12280213.0
SRX4105526	43.487688228006164	9455692	76.75	16687836.0	1.8236309534300925	85.09234151226096	55.0	49.439199531885045	27.27272727272727	21743377.0
SRX4105527	38.309270554700674	6820948	83.23	14819922.0	1.1816255484142972	87.37994585991676	55.0	49.467914491663386	27.27272727272727	17804954.0
SRX4105528	42.474726725841265	7358125	74.92	12978403.0	1.2875919153652764	86.0562358639146	55.0	49.452463720313006	27.27272727272727	17323537.0
SRX4105529	48.931298456131515	10211412	82.62	17241207.0	1.295360574437261	87.06498908759467	55.0	49.46296882496211	27.27272727272727	20868876.0
SRX4105530	54.16327927143308	13234104	88.57	21640121.0	1.6071436816976006	92.34118308866883	55.0	49.445084702615894	27.27272727272727	24433720.0
SRX4105531	0.8343937857998995	43328	7.17	372221.0	3.663742422258795	96.94328412992651	54.0	49.51830590022401	27.27272727272727	5192752.0
SRX4105532	0.8206787592823049	25053	7.02	214421.0	4.187541070452023	95.54786087945855	54.0	49.52137751386716	18.181818181818183	3052717.0
SRX4105533	15.785262797788654	2554429	75.97	12293928.0	1.6161920219034072	91.79334713355769	52.0	49.41807841943508	36.36363636363637	16182366.0
SRX4105534	5.7599410352754905	443097	27.17	2090102.0	7.662359037403929	97.85483564032951	54.0	49.46443040089123	27.27272727272727	7692735.0
SRX4105535	5.741834779000612	383592	26.88	1795510.0	8.521220660656006	97.6296305728096	54.0	49.44443701004034	27.27272727272727	6680652.0
SRX4105536	37.798197504627694	5881855	83.08	12927704.0	1.2711026554756208	86.54067371017706	55.0	49.455787324953306	27.27272727272727	15561205.0
SRX4105537	40.42307751493208	3677635	75.09	6831830.0	1.3371427468422414	82.46417478518839	55.0	49.43734405673422	27.27272727272727	9097860.0
SRX4105538	50.1324804682147	9237278	82.89	15272627.0	1.2009655917829207	84.51435579643662	55.0	49.46708790721239	27.27272727272727	18425735.0
SRX4105539	53.25945139287229	6404759	88.23	10610360.0	1.5376820440197625	86.32511840619487	54.0	49.44216546026629	27.27272727272727	12025582.0
SRX4105540	34.48604964389389	6054953	59.71	10484479.0	4.80401305201126	94.32800571922188	52.0	49.370196748000076	45.45454545454545	17557688.0
SRX4105541	54.05035065635677	450861	83.48	696314.0	10.809201409667924	69.05459207504742	58.0	72.06117844512377	40.0	834150.0
SRX4105542	53.50849426666737	1619441	95.94	2903697.0	1.7384495021886905	68.73589443835198	56.0	72.77986143785321	40.0	3026512.0
SRX4105543	70.93366762998293	1944206	94.87	2600300.0	6.727496641082581	71.96067487445457	57.0	72.7516559468696	40.0	2740879.0
SRX4105544	72.56427287676327	1841912	96.03	2437544.0	2.1428596014944157	67.07001151168038	56.0	73.00105108973737	40.0	2538318.0
SRX4105545	70.21742067230277	2328581	95.0	3150356.0	1.0389177107796486	67.75007628754884	57.0	72.80322678307145	40.0	3316244.0
SRX4105546	68.63343991870117	2185496	94.55	3010829.0	1.4924375655094002	68.19661379160118	57.0	73.02847908270007	40.0	3184302.0
SRX4105547	2.080400058931286	301339	10.88	1575383.0	2.18973043507463	94.30792386002437	54.0	48.95350855863711	27.27272727272727	14484666.0
SRX4105548	2.86259973124599	490368	15.77	2702028.0	2.1380608398545005	93.68759388837051	54.0	49.00599865862339	27.27272727272727	17130163.0
SRX4105549	5.571055515812749	466013	25.76	2154540.0	3.1461222096875914	98.02926851683787	54.0	49.51759388281695	36.36363636363637	8364896.0
SRX4105550	2.3864570434893984	327927	16.08	2209556.0	2.153510080738983	94.1353816732277	54.0	48.956154081549855	36.36363636363637	13741165.0
SRX4105551	13.936145664612166	625685	44.84	2013058.0	3.7239940849473774	96.22346875285214	54.0	49.51568583428218	27.27272727272727	4489656.0
SRX4105552	5.818888300983414	955784	27.48	4514460.0	2.11846731662969	91.8801117046897	54.0	49.00723823863844	27.27272727272727	16425543.0
SRX4105553	2.71609115569105	394617	19.34	2809722.0	2.196030347469239	94.04923957516783	54.0	48.93454467891039	36.36363636363637	14528857.0
SRX4105554	3.127046337839296	410061	16.64	2182635.0	2.3390326905917904	93.26856449046738	55.0	49.00208207428071	27.27272727272727	13113365.0
SRX4105555	66.022524529012	2217348	94.42	3170925.0	4.479249434175485	75.3664169986842	56.0	72.81908379763178	40.0	3358472.0
SRX4105556	62.8838159329917	488894	87.22	678060.0	13.479944333675178	57.017341901920545	59.0	72.42507871828116	40.0	777456.0
SRX4105557	72.57045302129892	2498629	95.83	3299545.0	0.4222844701760948	67.93495275617572	56.0	73.2043366340027	40.0	3443039.0
SRX4105558	68.0000611265386	1735418	92.85	2369728.0	0.7539804973500752	65.0319404952944	56.0	73.01636898172983	40.0	2552083.0
SRX4105559	65.44235664407269	2006854	93.31	2861584.0	4.402658908216007	71.36634679080893	57.0	72.54764334940543	40.0	3066598.0
SRX4105560	53.81929201586354	1297074	75.47	1818803.0	9.809727295126827	74.74433169606179	64.0	71.36194624684758	40.0	2410054.0
SRX4105561	4.747659050812981	663698	21.31	2978675.0	3.385167167054094	92.15570874915598	55.0	48.99809356271432	27.27272727272727	13979479.0
SRX4105562	2.148296397861253	260968	15.01	1823918.0	2.2681134154495814	93.57720102832663	54.0	48.94345566788435	27.27272727272727	12147672.0
SRX4105563	5.952787782898497	785779	26.81	3539053.0	2.0878844234438736	91.74987554549759	54.0	49.02638879682368	27.27272727272727	13200185.0
SRX4105564	9.876337491736514	1051458	42.61	4536193.0	2.5071811556442136	88.81372259326322	54.0	49.05654638062624	27.27272727272727	10646234.0
SRX4105565	28.203931189237775	3725796	68.14	9002074.0	4.836292152750386	85.31587898667851	55.0	49.04760374198697	27.27272727272727	13210201.0
SRX4105566	6.8360338691773865	1004879	26.48	3892075.0	2.5626700701660723	91.11145021692225	54.0	49.007718233326216	27.27272727272727	14699737.0
SRX4105567	2.5086084755734626	328530	12.91	1690562.0	2.9501658100951897	93.24569736545291	55.0	49.00916302977107	27.27272727272727	13096105.0
SRX4105568	4.763341922070185	715124	21.26	3191934.0	3.4285164510416895	92.27825088413947	54.0	49.015672540858226	27.27272727272727	15013073.0
SRX5055969	26.442458850715806	2981415	46.44	5236697.0	13.915614344716415	71.87959676374503	55.0	88.44642528827892	27.27272727272727	11275105.0
SRX5055970	23.04219843160493	2511966	46.08	5023275.0	18.138688502703758	67.127596278586	55.0	86.22507414056115	27.27272727272727	10901590.0
SRX5055971	22.9312506374557	2502378	47.24	5155092.0	15.998116973510118	60.105343864294596	56.0	86.57100617336614	36.36363636363637	10912523.0
SRX5055972	28.03719844591551	2727651	45.24	4401666.0	12.77968783584462	44.94976401707697	55.0	90.36605231168937	18.181818181818183	9728686.0
SRX689242	25.55771263000935	289494	78.39	887918.0	4.349321965346604	83.54338632000551	53.0	49.912139679546435	40.0	1132707.0
SRX7119038	26.442529803491855	2981423	46.44	5236697.0	14.444974246608671	53.11964559162885	56.0	88.62559878599801	36.36363636363637	11275105.0
SRX7119039	23.04216173970953	2511962	46.08	5023277.0	18.138688502703758	56.47271732151663	56.0	86.33725979421351	36.36363636363637	10901590.0
SRX7119040	14.37492795714481	1349342	45.32	4254277.0	17.558257544160888	70.82511866814787	55.0	86.25002370356418	36.36363636363637	9386774.0
SRX7119041	27.79133035986397	3092236	46.51	5175256.0	12.097270356292052	47.45238522213967	55.0	90.81418878202106	27.27272727272727	11126621.0
SRX8650808	62.71103565954076	27184652	93.94	40721601.0	0.0815825835258509	85.89813629436645	54.0	75.04393782639684	30.0	43349072.0
UV_control_1	75.33652539029401	9606809	93.94	11979573.0	0.9374932432878282	70.20838622090773	55.0	50.55959659535185	18.181818181818183	12751861.0
UV_control_2	60.32375734459229	5472149	96.77	8778467.0	1.0023267059393421	77.23981958774363	55.0	50.50556557494516	18.181818181818183	9071300.0
UV_control_3	58.3447754901844	6807732	97.2	11341595.0	1.006171408095859	85.53261573928933	54.0	50.49652724361763	27.27272727272727	11668109.0
UV_exposure_2	61.10623183644106	7692292	96.85	12192005.0	1.065457412084853	79.04284456728163	54.0	50.515931979239284	18.181818181818183	12588392.0
UV_exposure_3	59.82837491844442	6778373	97.74	11073933.0	1.0671991583565903	83.11782291658947	54.0	50.52537473203164	27.27272727272727	11329696.0
