Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
HKK26_RS00005,0.032769664049336795,-0.0020935358428735757,0.00950021665259447,0.00608993348336097,0.0277552452193942,0.018110452551246648,-0.0053690267489514,-0.0011802313245569207,-0.016067536910599,0.008539463138330084,-0.013318470543464191,-0.002559508783809765,-0.0189512657774067,0.05246698732571619,0.052918499984041086,0.016011755320560157,0.004868613696238771,-0.011401919824958228,0.012502000246475457,0.052864678613206775,-0.01812573354990681,-0.019270971583550574,0.006347621339914508,0.008202984031130171,0.027523154608294912,0.0022117862048714604,0.011261853893602944,0.01126170088523135,0.01417347828680865,-0.01646490533016566,-0.004035618204204905,-0.03514885891917486,-0.05943667407373317
HKK26_RS00010,0.007966213702440507,-0.006075878010160158,-0.011566412264514275,0.01821046321321985,0.0205250008111861,0.04075487368700751,-0.008330777552885965,-0.0018491796113027864,0.027061859006997452,0.003744784972576911,-0.014481540364958705,0.01275177773294348,-0.02818271724942272,0.021923920779536622,-0.009667486359822626,-0.006722977451735688,-0.0056418085639974936,0.018867235862631143,0.015879645359377678,-0.025656583413482592,-0.01799227211129633,0.019321451005634902,0.0021616013344907922,0.13374633984555445,-0.0034253733666680785,0.022761854122895032,0.02367463494476055,-0.0006257200035016621,-0.01653437332226505,-0.026128223598335068,0.03643967840601608,0.002307137521231772,0.016295125524685407
HKK26_RS00015,-0.009001500695834514,-0.0392816518274296,-0.0022354939003747317,-0.017021269712515608,-0.0012097201778597062,-0.010062182455664034,-0.0005057133270408915,-0.023775976202146824,0.019113350443345913,0.01686708602562046,0.003133547278993835,0.027497198126146837,-0.04014326294134912,-0.02755337507457803,-0.001977295336934312,0.008295133674931295,-0.02150717057022951,0.010059540141108545,-8.482510763233725e-05,0.023539872804395606,-0.0029019254200160815,0.03014354080951858,0.028586436677519905,0.008280118573463375,0.0207499118999355,-0.032187571248901724,0.0778605017869825,-0.028365423729762886,-0.02039524979910797,0.007304690900837691,-0.025346550287604117,0.006931092734590104,0.014806506963878798
HKK26_RS00020,-0.015882831135110076,-0.05105464239637806,-0.008204558005991437,-5.119867427595981e-05,0.017547783349853047,-0.02494055132434789,-0.013541981538189283,-0.01901064053607576,-0.0025862048573374297,-0.016247267728507264,-0.014330739030766817,0.01713451999153739,0.004871298162075801,-0.04253149631736023,0.0010376256250991616,0.02640756082763243,-0.013658294967172326,0.027772517236505517,0.0077567494263242375,0.011402500002754395,0.006213063473686271,0.057020443247636145,0.022419207879103648,0.02523072302548181,0.06067067201636095,0.02942380646640247,0.0325376509930622,0.00845817174899243,-0.04376097842791066,-0.004129714569362796,-0.01132696055332175,-0.013649469167977232,0.01887810792078073
HKK26_RS00025,0.0010412159782423353,-0.001080600672656272,-0.006603812837502404,0.01798529421193377,0.02473070985370323,0.02089989532313818,0.05280462655425096,-0.0009976580011727032,-0.015578766117429858,0.004592300381728408,0.023770844416377203,0.03103496848365841,-0.017693276127399696,-0.02230622379075218,0.044875618266224604,-0.012759965152795484,-0.01837015098694057,-0.0176283085292412,0.03134175219367226,0.007765016306827197,-0.019502325563144664,0.029989374625812203,0.01998861219177471,0.011692875947063091,-0.014794311580074035,0.00175259839126152,0.010069110419791812,-0.009649485261081723,-0.005809273809499763,-0.021701333402660075,-0.0036490463209234315,-0.017288639546831727,0.04108526782833908
HKK26_RS00030,0.005450934002732551,-0.011689199482528476,-0.03308975184817803,-0.02949984561515311,-0.010576467665492993,-0.011291217391637265,-0.0074888455736254154,-0.009111923061635125,0.017774702888418432,0.029236096233916636,0.038942215096097604,-0.00336502261848567,-0.016234293800900586,-0.03259738792891778,0.0007276440253615052,-0.012418826097002027,-0.010048204886913714,0.01124834979428554,0.009260419020887473,0.016463622603579798,-0.02509791722473307,0.03200376091782098,0.04086633889756221,-0.012295683884768623,0.00474767544639159,-0.014061771875067445,0.013307513898275109,-0.012078534889270388,0.006880960595019763,0.005022277852407712,0.0145544108083889,-0.0114352564210353,-0.018218372698621883
HKK26_RS00035,0.018438385792228187,0.006686072641219863,-0.016177545214143652,0.0013784475384754958,-0.0009711846216516383,-0.003421210027595683,0.08937744324976096,-0.0074274772675438075,0.0015987315145263965,0.016713470573269135,0.0011057560602425376,0.002345222011052779,0.004439758938116936,-0.012106894139083472,0.10313645206215133,-0.01757583591839575,-0.00806205967947389,0.02539113436430337,0.01639172230529824,0.015298805604485878,-0.008783598585695445,-0.0029014462227441476,0.05029278633906693,-0.01329096063544438,0.00867815811529552,-0.027599937357885965,0.013313531784719234,-0.0014890292901936575,-0.0032409328634998382,-0.007616635382437493,-0.00023384744343811037,0.007702425494474357,-0.03210752257680214
HKK26_RS00040,0.010096568788258677,0.004110487835143715,-0.00030670569548348997,0.0007353750853173536,3.787772042362372e-06,0.03149498410549695,-0.000859851612232454,-0.01581477281049459,0.00794982293018652,0.010335746679897792,0.003550010942257536,0.0009190745525030952,-0.004587510752295144,-0.03158554785224992,-0.00148266661126151,-0.02791591942695042,-2.250831639211053e-05,0.028014547232639186,-0.01059198241916665,0.01088951700416021,-0.019553782360199095,-0.03710889347124783,-0.008635369488655599,0.0009118641409087299,0.013962639754082436,0.02218414906730333,-0.03292338611803906,-0.008415245461243021,0.003745129965749827,-0.009386554479149949,0.06108354748377859,-0.006740159354727451,0.017609763432814025
HKK26_RS00045,0.0011095610951496835,0.0375213333344345,0.0013041848105182117,-0.024813085557646043,0.0013755890351976516,-0.017029134183366747,0.0064207336966539495,0.028964012775630665,-0.005643540112764044,-0.0012093169565832286,0.0066647033173308475,-0.02344477420414586,0.0011056310076457499,-0.0027597862368691417,0.06542986368742927,-0.026465231617778025,0.0009286678151883976,-0.00021680819544033682,0.011728019713516148,-0.03714126625667371,-0.074621288841583,0.0017206302329490525,-0.05939524847091045,0.04507414429124351,0.04198847927061311,-0.04434205217334457,-0.02280490856219354,0.010626795313317484,0.03247376555896973,-0.009272320095099913,0.005865532639291004,0.058582606629461804,0.06678386272360155
HKK26_RS00050,0.030028813528260923,-0.015458684955803527,0.00790869042881775,0.015569477402225074,-0.003193289302436974,-0.008664805016246942,-0.00665992038194049,0.004107312195233584,0.00809873265622553,0.015460613481964874,-0.026203037151335096,-0.0007675153916674641,0.0018613001492732515,0.00836147725993604,-0.0057651329759976335,-0.04404286079030194,-0.00590785785845515,0.008142980276810007,-0.004721226656177987,-0.009622714438632832,-0.03644293858123281,-0.0008448502345727403,0.018155456029149957,0.011901069655090699,0.020183575621071547,0.005520373255480938,-0.005025786227772622,-0.0025452965296929465,-0.011921070494031181,0.02631802857612512,0.024523981949659473,-0.0012259700451248922,0.03276383559239433
